WATER_SYSTEM_NUMBER,SYSTEM_NAME,COUNTY,LATITUDE_MEASURE,LONGITUDE_MEASURE,FINAL_SAFER_STATUS,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,FEDERAL_CLASSIFICATION_TYPE,CALENVIRO_SCREEN_SCORE,MHI,SERVICE_AREA_ECONOMIC_STATUS
CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,33.946617,-118.008692,Not At-Risk,18072,66045,PRIVATE,COMMUNITY,26.6291318217907,90886,Non-DAC
CA1910179,"BURBANK-CITY, WATER DEPT.",LOS ANGELES,34.187996,-118.323343,Not Assessed,27172,105603,LOCAL,COMMUNITY,28.107501523642,91456,Non-DAC
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,LOS ANGELES,34.466437,-118.664797,Not At-Risk,1570,6250,LOCAL,COMMUNITY,19.8131354070029,112028,Non-DAC
CA1910186,CAL-AM WATER COMPANY - DUARTE,LOS ANGELES,34.13466,-117.963438,Not At-Risk,7507,24773,PRIVATE,COMMUNITY,26.7212256472527,100193,Non-DAC
CA1910189,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 1,LOS ANGELES,34.026764,-118.088198,Not At-Risk,1623,9630,PRIVATE,COMMUNITY,42.9099846436573,71850,DAC
CA1910191,"NORWALK - CITY, WATER DEPT.",LOS ANGELES,33.904739,-118.074513,Not At-Risk,5401,20283,LOCAL,COMMUNITY,43.6743750668685,79368,Non-DAC
CA1910194,ROWLAND WATER DISTRICT,LOS ANGELES,33.979672,-117.90811,Not At-Risk,13546,54660,LOCAL,COMMUNITY,25.2725070539263,77644,Non-DAC
CA1910195,GSWC - HOLLYDALE,LOS ANGELES,33.917021,-118.165159,Not At-Risk,1675,8099,PRIVATE,COMMUNITY,54.5826001628011,69037,DAC
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,LOS ANGELES,33.944467,-117.988233,Not Assessed,21,0,PRIVATE,COMMUNITY,13.2914431903581,88162,Non-DAC
CA1910200,SUBURBAN WATER SYSTEMS-COVINA KNOLLS,LOS ANGELES,34.078546,-117.854945,Not At-Risk,495,1437,PRIVATE,COMMUNITY,23.5702714430264,91164,Non-DAC
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",LOS ANGELES,34.513844,-117.910502,Not At-Risk,2977,11243,LOCAL,COMMUNITY,36.0326667307492,62063,DAC
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,LOS ANGELES,33.977239,-118.450377,Not At-Risk,8065,32792,LOCAL,COMMUNITY,7.81531090005163,160669,Non-DAC
CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,34.052997,-117.950715,Not Assessed,40299,168843,PRIVATE,COMMUNITY,33.6856175716327,92185,Non-DAC
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,33.901461,-118.095928,Potentially At-Risk,16475,72624,PRIVATE,COMMUNITY,42.611728058362,87586,Non-DAC
CA1910212,GSWC-SOUTH ARCADIA,LOS ANGELES,34.099478,-118.031798,Not At-Risk,7666,27072,PRIVATE,COMMUNITY,31.6225157314405,85010,Non-DAC
CA1910213,"TORRANCE-CITY, WATER DEPT.",LOS ANGELES,33.845123,-118.324873,Not Assessed,26830,106183,LOCAL,COMMUNITY,25.9990225512351,106818,Non-DAC
CA1910218,LA HABRA HEIGHTS CWD,LOS ANGELES,33.959935,-117.951282,Not At-Risk,2000,5325,LOCAL,COMMUNITY,13.8561105606951,176988,Non-DAC
CA1910223,GSWC-SOUTH SAN GABRIEL,LOS ANGELES,34.062168,-118.098794,At-Risk,5047,26240,PRIVATE,COMMUNITY,38.9713533288776,69569,DAC
CA1910225,LAS VIRGENES MWD,LOS ANGELES,34.101997,-118.758622,Not At-Risk,20225,72602,LOCAL,COMMUNITY,10.8231209052729,156008,Non-DAC
CA1910234,WALNUT VALLEY WATER DISTRICT,LOS ANGELES,34.008117,-117.834501,Not Assessed,27149,100941,LOCAL,COMMUNITY,21.4452937465653,95705,Non-DAC
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",LOS ANGELES,33.858036,-118.130502,Not At-Risk,20041,66135,LOCAL,COMMUNITY,25.3484866357041,113245,Non-DAC
CA1910240,SANTA CLARITA VALLEY WATER AGENCY,LOS ANGELES,34.403344,-118.569084,Not Assessed,75864,294090,PRIVATE,COMMUNITY,18.1097192789506,114448,Non-DAC
CA1910241,LIBERTY UTILITIES - MESA CREST,LOS ANGELES,34.211271000000004,-118.181735,At-Risk,702,1619,PRIVATE,COMMUNITY,7.83667971194851,196404,Non-DAC
CA1910242,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,LOS ANGELES,34.675749,-118.446988,Not At-Risk,214,929,PRIVATE,COMMUNITY,17.9873512245504,87500,Non-DAC
CA1910243,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,LOS ANGELES,34.615552,-118.300704,At-Risk,430,878,PRIVATE,COMMUNITY,10.7174418085215,107777,Non-DAC
CA1910244,GREEN VALLEY CWD,LOS ANGELES,34.616284,-118.401204,Potentially At-Risk,499,1275,LOCAL,COMMUNITY,8.52592139766835,57046,SDAC
CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",LOS ANGELES,33.94572,-118.074507,Not At-Risk,6165,19219,LOCAL,COMMUNITY,49.0258787711279,72027,DAC
CA1910246,LAND PROJECTS MUTUAL WATER CO.,LOS ANGELES,34.759119,-118.283203,Failing,548,2800,PRIVATE,COMMUNITY,23.785509269958,72271,DAC
CA1910248,LOS ANGELES CWWD 37-ACTON,LOS ANGELES,34.482323,-118.181331,Not At-Risk,1456,4929,LOCAL,COMMUNITY,12.7880900913611,103703,Non-DAC
CA1910249,WHITE FENCE FARMS MWC NO. 1,LOS ANGELES,34.631063,-118.17465,Not At-Risk,460,1518,PRIVATE,COMMUNITY,24.4728296947368,72273,DAC
CA1910801,FENNER CANYON YOUTH CONSERVATION CAMP,LOS ANGELES,34.390256,-117.770683,At-Risk,1,65,STATE GOVERNMENT,COMMUNITY,NA,75859,DAC
CA2000202,YOSEMITE LAKES COMMUNITY CHURCH,MADERA,37.164431,-119.75155,Not Assessed,9,551,PRIVATE,NON-TRANSIENT NON-COMMUNITY,8.13334723521758,92695,Non-DAC
CA2000206,ETAA FACILITIES LLC,MADERA,36.987498,-120.06927,Potentially At-Risk,6,736,PRIVATE,NON-TRANSIENT NON-COMMUNITY,41.9034445448659,60603,DAC
CA2000293,MD 46 AHWAHNEE RESORTS,MADERA,37.361665,-119.689844,At-Risk,90,300,LOCAL,COMMUNITY,15.881113653108,50980,SDAC
CA2000501,BASS LAKE ANNEX 3,MADERA,37.271244,-119.536086,Failing,28,42,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,MADERA,37.318761,-119.584151,Potentially At-Risk,90,250,PRIVATE,COMMUNITY,11.9174563372455,64054,DAC
CA2000506,SIERRA LINDA MUTUAL WATER CO,MADERA,37.272636,-119.533736,Failing,89,200,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000509,CASCADEL MUTUAL WATER SYSTEM,MADERA,37.231279,-119.456983,Potentially At-Risk,120,137,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000511,MD 85 VALETA,MADERA,37.089573,-120.293699,At-Risk,20,45,LOCAL,COMMUNITY,45.1492928963074,78198,Non-DAC
CA2000512,EAST ACRES MUTUAL WATER COMPANY,MADERA,36.856177,-120.437187,Failing,85,250,PRIVATE,COMMUNITY,45.0339846726034,38029,SDAC
CA2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,MADERA,37.327865,-119.64072,Not At-Risk,178,498,PRIVATE,COMMUNITY,11.9174563372455,64054,DAC
CA2000524,SKY ACRES MUTUAL WATER CORP,MADERA,37.377156,-119.612344,Failing,64,175,PRIVATE,COMMUNITY,15.881113653108,64054,DAC
CA2000526,PIKE RANCH MUTUAL WATER CO,MADERA,37.34715,-119.709978,Failing,20,74,PRIVATE,COMMUNITY,15.881113653108,50980,SDAC
CA2000527,YOSEMITE FORKS EST MUTUAL,MADERA,37.369405,-119.62638,Failing,99,110,PRIVATE,COMMUNITY,15.881113653108,64054,DAC
CA2000529,BONADELLE RANCHOS NO. 2  MUTUAL WATER CO,MADERA,36.965383,-119.907483,At-Risk,23,142,PRIVATE,COMMUNITY,43.1839670711229,100003,Non-DAC
CA2000530,CRASS MUTUAL WATER COMPANY,MADERA,37.359851,-119.604544,Not At-Risk,26,80,PRIVATE,COMMUNITY,15.881113653108,64054,DAC
CA2000533,SUGAR PINE HOMEOWNERS ASSOC,MADERA,37.440291,-119.632245,Not At-Risk,58,120,PRIVATE,COMMUNITY,15.881113653108,59523,DAC
CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,MADERA,37.204659,-119.557963,Failing,24,45,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000538,CEDAR VALLEY MUTUAL WATER CO,MADERA,37.402666,-119.619768,Failing,67,137,PRIVATE,COMMUNITY,15.881113653108,64054,DAC
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,MADERA,37.050617,-119.651203,Failing,49,162,LOCAL,COMMUNITY,15.73550250414,63859,DAC
CA2000549,MD 05 MOUNTAIN RANCHES,MADERA,37.160846,-119.846656,At-Risk,27,239,LOCAL,COMMUNITY,14.7694644908998,80278,Non-DAC
CA2000551,MD 07 MARINA VIEW HEIGHTS,MADERA,37.294039,-119.521462,At-Risk,83,200,LOCAL,COMMUNITY,15.73550250414,54086,SDAC
CA2000552,MD 24 TEAFORD MEADOW LAKES,MADERA,37.273128,-119.572724,Failing,66,150,LOCAL,COMMUNITY,15.6282914991792,62828,DAC
CA2000553,MD 28 RIPPERDAN SELF HELP,MADERA,36.853755,-120.056489,Failing,17,48,LOCAL,COMMUNITY,56.1830181190026,85208,Non-DAC
CA2000554,MD 33 FAIRMEAD,MADERA,37.078004,-120.194381,Potentially At-Risk,165,568,LOCAL,COMMUNITY,42.4300790716986,36875,SDAC
CA2000557,MD 43 MIAMI CREEK KNOLLS,MADERA,37.35034,-119.716427,At-Risk,26,100,LOCAL,COMMUNITY,15.881113653108,50980,SDAC
CA2000561,MD 08 NORTH FORK WATER SYSTEM,MADERA,37.228844,-119.508967,Failing,75,264,LOCAL,COMMUNITY,15.73550250414,62828,DAC
CA2000573,THE VILLAGE,MADERA,37.230065,-119.694348,Failing,21,40,PRIVATE,COMMUNITY,9.96485710522207,67574,DAC
CA2000589,MAMMOTH POOL MOBILE HOME PARK,MADERA,37.189925,-119.463221,At-Risk,33,30,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,MADERA,37.230383,-119.52521,Failing,15,35,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000593,OAKHURST MOBILE HOME ESTATES,MADERA,37.324894,-119.652428,Potentially At-Risk,116,138,PRIVATE,COMMUNITY,11.9174563372455,64054,DAC
CA2000595,MADERA MH & RV PARK,MADERA,36.983809,-120.093432,At-Risk,99,450,PRIVATE,COMMUNITY,40.9407804038602,57036,SDAC
CA2000597,DAIRYLAND SCHOOL,MADERA,37.018462,-120.310767,Potentially At-Risk,8,253,LOCAL,NON-TRANSIENT NON-COMMUNITY,45.1492928963074,55516,SDAC
CA2000598,ALVIEW SCHOOL,MADERA,37.047954,-120.47281,Not At-Risk,1,211,LOCAL,NON-TRANSIENT NON-COMMUNITY,45.0339846726034,38029,SDAC
CA2000600,HOWARD ELEMENTARY SCHOOL,MADERA,36.951926,-120.157211,At-Risk,7,618,LOCAL,NON-TRANSIENT NON-COMMUNITY,40.9407804038602,57036,SDAC
CA2000601,LA VINA SCHOOL,MADERA,36.874475,-120.129217,Not At-Risk,7,507,LOCAL,NON-TRANSIENT NON-COMMUNITY,56.1830181190026,53750,SDAC
CA2000602,RIPPERDAN COMMUNITY DAY SCHOOL,MADERA,36.851735,-120.073233,Failing,4,66,LOCAL,NON-TRANSIENT NON-COMMUNITY,56.1830181190026,85208,Non-DAC
CA2000605,WHISPERING PINES MHP,MADERA,37.359364,-119.609754,Not At-Risk,30,38,PRIVATE,COMMUNITY,15.881113653108,64054,DAC
CA2000607,SPRING VALLEY SCHOOL,MADERA,37.121032,-119.700241,Not At-Risk,10,150,LOCAL,NON-TRANSIENT NON-COMMUNITY,13.3856807663594,67167,DAC
CA2000608,WILDWOOD MOBILE HOME PK INC,MADERA,36.878673,-119.78858,Not At-Risk,68,106,PRIVATE,COMMUNITY,56.1830181190026,85208,Non-DAC
CA2000611,COARSEGOLD SCHOOL,MADERA,37.255634,-119.718634,Potentially At-Risk,11,441,LOCAL,NON-TRANSIENT NON-COMMUNITY,9.96485710522207,67574,DAC
CA2000612,NORTH FORK ELEMENTARY SCHOOL,MADERA,37.227157,-119.501923,Failing,18,500,LOCAL,NON-TRANSIENT NON-COMMUNITY,15.73550250414,62828,DAC
CA2000616,WASUMA SCHOOL,MADERA,37.37494,-119.727255,Not At-Risk,5,354,LOCAL,NON-TRANSIENT NON-COMMUNITY,15.4718697061987,51088,SDAC
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,MADERA,37.23003,-119.493314,Failing,18,80,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000688,ECCO,MADERA,37.385359,-119.625639,Failing,20,100,PRIVATE,COMMUNITY,15.881113653108,64054,DAC
CA2000690,MD 73 QUARTZ MOUNTAIN,MADERA,37.194789,-119.679103,Failing,127,375,LOCAL,COMMUNITY,9.96485710522207,67574,DAC
CA2000692,MD 95 RANCHOS WEST,MADERA,36.932071,-119.909848,At-Risk,27,150,LOCAL,COMMUNITY,43.1839670711229,100000,Non-DAC
CA2000724,SA 14 CHUK CHANSE SUBDIVISION,MADERA,37.033443,-120.028158,At-Risk,31,100,LOCAL,COMMUNITY,41.9518464199795,71392,DAC
CA2000727,MD 36 EASTIN ARCOLA,MADERA,36.866056,-120.009872,Potentially At-Risk,16,84,LOCAL,COMMUNITY,56.1830181190026,79445,Non-DAC
CA2000728,MD 37 LA VINA,MADERA,36.879855,-120.114677,Not At-Risk,100,350,LOCAL,COMMUNITY,56.1830181190026,65100,DAC
CA2000729,MADERA CO SA16 SUMNER HILL,MADERA,36.950111,-119.749784,Failing,43,135,LOCAL,COMMUNITY,56.1830181190026,85208,Non-DAC
CA2000737,MD 42 STILL MEADOW,MADERA,37.312843,-119.637961,Failing,34,100,LOCAL,COMMUNITY,11.9174563372455,64054,DAC
CA2000757,MD 63 MEADOW SPRINGS RANCH,MADERA,37.248858,-119.687755,Not At-Risk,87,300,LOCAL,COMMUNITY,9.96485710522207,67574,DAC
CA2000760,DIXIELAND ELEMENTARY SCHOOL,MADERA,37.023315,-120.202383,Potentially At-Risk,4,316,LOCAL,NON-TRANSIENT NON-COMMUNITY,44.6617133111942,44604,SDAC
CA2000775,OAK CREEK MOBILE HOME PARK,MADERA,37.264463,-119.707064,Not At-Risk,198,370,PRIVATE,COMMUNITY,9.96485710522207,67574,DAC
CA2000800,MARQUEZ RENTAL,MADERA,36.857351,-120.419301,Failing,22,50,PRIVATE,COMMUNITY,45.0339846726034,38029,SDAC
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,MADERA,37.208689,-119.535459,Failing,21,23,PRIVATE,COMMUNITY,15.73550250414,62828,DAC
CA2000832,SKP PARK OF THE SIERRAS INC,MADERA,37.208801,-119.718927,Not At-Risk,254,450,PRIVATE,COMMUNITY,9.96485710522207,67574,DAC
CA2000840,KIDZ CAN 2,MADERA,37.331054,-119.63965,Not Assessed,1,48,PRIVATE,NON-TRANSIENT NON-COMMUNITY,11.957308822984,64054,DAC
CA2000844,RIVERGOLD ELEMENTARY SCHOOL,MADERA,37.208477,-119.781175,Not At-Risk,9,485,LOCAL,NON-TRANSIENT NON-COMMUNITY,9.36553794505898,73897,DAC
CA2000846,SIERRA VIEW SCHOOL,MADERA,36.98763,-119.88028,Potentially At-Risk,23,250,LOCAL,NON-TRANSIENT NON-COMMUNITY,25.3368496469485,94919,Non-DAC
CA2000848,BLACKHAWK CENTER WATER SYSTEM,MADERA,37.165594,-119.752629,Not Assessed,3,143,PRIVATE,NON-TRANSIENT NON-COMMUNITY,8.13334723521758,85683,Non-DAC
CA2000849,MD 60 DILLON ESTATES,MADERA,37.356334,-119.720015,Not At-Risk,38,150,LOCAL,COMMUNITY,15.881113653108,50980,SDAC
CA2000851,MD 40 SUNSET RIDGE ESTATES,MADERA,37.219758,-119.719635,Failing,27,150,LOCAL,COMMUNITY,9.96485710522207,67574,DAC
CA2000865,MD 58 SIERRA HIGHLANDS,MADERA,37.253748,-119.573046,Failing,25,75,LOCAL,COMMUNITY,9.96485710522207,62828,DAC
CA2000947,MINARETS HIGH SCHOOL,MADERA,37.124984,-119.729823,Not At-Risk,17,450,LOCAL,NON-TRANSIENT NON-COMMUNITY,11.8170729499568,70452,DAC
CA2000957,WESTERN SIERRA CHARTER SCHOOLS,MADERA,37.348349,-119.641399,Not Assessed,3,113,PRIVATE,TRANSIENT NON-COMMUNITY,14.4682643561946,64054,DAC
CA2010001,CHOWCHILLA CITY WATER DEPT,MADERA,37.121813,-120.236585,Not At-Risk,4224,13916,LOCAL,COMMUNITY,42.3388030383795,57239,SDAC
CA2010002,CITY OF MADERA,MADERA,36.965124,-120.076123,Potentially At-Risk,15499,66560,LOCAL,COMMUNITY,48.9169221197216,56881,SDAC
CA2010003,BASS LAKE WATER COMPANY,MADERA,37.325058,-119.567059,Potentially At-Risk,1010,4527,PRIVATE,COMMUNITY,15.5091533677529,62998,DAC
CA2010004,MADERA CO CMD19-PARKWOOD,MADERA,36.934166,-120.051861,At-Risk,496,1637,LOCAL,COMMUNITY,60.4546019669467,70694,DAC
CA2010005,YOSEMITE SPRING PARK UTIL CO,MADERA,37.184558,-119.773682,Not At-Risk,1957,5300,PRIVATE,COMMUNITY,8.13334723521758,92695,Non-DAC
CA2010006,MADERA CO SA3-PARKSDALE,MADERA,36.942994,-120.023439,Potentially At-Risk,542,1789,LOCAL,COMMUNITY,43.2273168343529,48406,SDAC
CA2010007,CAL AM - OAKHURST,MADERA,37.327319,-119.630207,Not At-Risk,1119,3693,PRIVATE,COMMUNITY,12.4966674645258,69106,DAC
CA2010008,MADERA CO MD10A-MADERA RANCHOS,MADERA,36.924453,-119.889747,Failing,946,3172,LOCAL,COMMUNITY,33.457541182595,100679,Non-DAC
CA2010009,BAKMAN WATER-ROLLING HILLS,MADERA,36.904903,-119.797208,Not At-Risk,349,1107,PRIVATE,COMMUNITY,56.1830181190026,84135,Non-DAC
CA2010010,MADERA VALLEY WATER COMPANY,MADERA,37.020563,-120.07186,Not At-Risk,2008,6494,PRIVATE,COMMUNITY,41.5888244554417,68533,DAC
CA2010011,MADERA CO SA1-INDIAN LAKES,MADERA,37.212673,-119.68113,Not At-Risk,473,1562,LOCAL,COMMUNITY,9.96485710522207,75074,DAC
CA2010012,CAL AM - RAYMOND,MADERA,37.219683,-119.906549,At-Risk,104,343,PRIVATE,COMMUNITY,14.7694644908998,45500,SDAC
CA2010013,CAL AM - COARSEGOLD,MADERA,37.219722,-119.703337,Not At-Risk,27,83,PRIVATE,COMMUNITY,9.96485710522207,67574,DAC
CA2010014,CAL AM - GOLDSIDE,MADERA,37.346439,-119.724621,Failing,316,1043,PRIVATE,COMMUNITY,14.7096228618494,58480,DAC
CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,MADERA,36.91531,-119.809444,Not At-Risk,2675,5507,PRIVATE,COMMUNITY,48.6556203111728,84135,Non-DAC
CA2010017,"TESORO VIEJO MASTER MWC, INC.",MADERA,36.959523,-119.793934,Not At-Risk,1115,3885,PRIVATE,COMMUNITY,47.652768523195,86624,Non-DAC
CA2010018,PRESERVE AT MILLERTON LAKE WATER SYSTEM,MADERA,37.004388,-119.720077,Not At-Risk,243,600,PRIVATE,COMMUNITY,15.73550250414,63859,DAC
CA2010800,CENTRAL CA WOMENS FACILITY,MADERA,37.090798,-120.156514,At-Risk,656,2183,STATE GOVERNMENT,COMMUNITY,42.4300790716986,55850,SDAC
CA2010801,VALLEY STATE PRISON,MADERA,37.104345,-120.155918,At-Risk,74,3173,STATE GOVERNMENT,COMMUNITY,42.4300790716986,57239,SDAC
CA2100508,MUIR BEACH COMMUNITY,MARIN,37.862259,-122.580473,Not At-Risk,162,336,LOCAL,COMMUNITY,11.5411100310188,142500,Non-DAC
CA2100519,ESTERO MUTUAL,MARIN,38.259809,-122.96764,Not At-Risk,148,206,PRIVATE,COMMUNITY,11.0545608891821,117500,Non-DAC
CA2100538,TOMALES HIGH SCHOOL,MARIN,38.246987,-122.895265,Not At-Risk,2,427,LOCAL,NON-TRANSIENT NON-COMMUNITY,11.0545608891821,94063,Non-DAC
CA2100545,WALKER CREEK RANCH EDUCATIONAL CENTER,MARIN,38.178749,-122.84239,Not Assessed,17,212,LOCAL,NON-TRANSIENT NON-COMMUNITY,11.0545608891821,96827,Non-DAC
CA2100549,BLUE MOUNTAIN CENTER,MARIN,38.252474,-122.880089,Not At-Risk,10,35,PRIVATE,COMMUNITY,11.0545608891821,117500,Non-DAC
CA2100560,TOMALES ELEM & MIDDLE SCHOOL,MARIN,38.245617,-122.902488,Not At-Risk,4,225,LOCAL,NON-TRANSIENT NON-COMMUNITY,11.0545608891821,94063,Non-DAC
CA2100565,GREEN GULCH FARM,MARIN,37.864883,-122.56513699999999,Not At-Risk,17,75,PRIVATE,COMMUNITY,11.5411100310188,176042,Non-DAC
CA2100579,NICASIO VALLEY RANCH MUTUAL,MARIN,38.060638,-122.705114,Potentially At-Risk,14,36,PRIVATE,COMMUNITY,11.0545608891821,117500,Non-DAC
CA2100582,NICASIO SCHOOL,MARIN,38.068729,-122.70409,Not At-Risk,5,48,PRIVATE,NON-TRANSIENT NON-COMMUNITY,11.0545608891821,117500,Non-DAC
CA2110001,INVERNESS PUBLIC UTILITY DIST,MARIN,38.09984,-122.860192,Not At-Risk,519,1445,LOCAL,COMMUNITY,5.04554418637058,70699,DAC
CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,37.952879,-122.547054,Not Assessed,60868,186895,LOCAL,COMMUNITY,9.51248920813947,162360,Non-DAC
CA2110003,NORTH MARIN WATER DISTRICT,MARIN,38.111837,-122.581783,Not At-Risk,20438,61691,LOCAL,COMMUNITY,9.53498244318282,98328,Non-DAC
CA2110004,STINSON BEACH COUNTY WTR DIST,MARIN,37.903096,-122.651358,Not At-Risk,742,583,LOCAL,COMMUNITY,4.73261754826665,89375,Non-DAC
CA2110005,BOLINAS COMMUNITY PUD,MARIN,37.909516000000004,-122.694026,At-Risk,587,2483,LOCAL,COMMUNITY,4.73261754826665,87692,Non-DAC
CA2110006,NORTH MARIN WD - PT. REYES,MARIN,38.076334,-122.806312,Not At-Risk,784,1841,LOCAL,COMMUNITY,10.9761345843515,53214,SDAC
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),MARIN,38.255957,-122.95972,Not At-Risk,251,388,PRIVATE,COMMUNITY,11.0545608891821,117500,Non-DAC
CA2110008,LAWSON S LANDING,MARIN,38.239754,-122.960638,Not At-Risk,109,946,PRIVATE,COMMUNITY,11.0545608891821,125000,Non-DAC
CA2110350,NPS GGNRA,MARIN,37.834049,-122.488769,Not At-Risk,224,18447,FEDERAL GOVERNMENT,COMMUNITY,11.4944503033581,138870,Non-DAC
CA2110502,NPS PRNS - BEACHES,MARIN,38.047588,-122.970035,At-Risk,7,1560,FEDERAL GOVERNMENT,COMMUNITY,5.04554418637058,68588,DAC
CA2203059,GREEN MEADOWS OUTDOOR SCHOOL,MARIPOSA,37.477028,-119.630607,Not Assessed,11,113,LOCAL,TRANSIENT NON-COMMUNITY,11.1352898392661,36148,SDAC
CA2210001,MARIPOSA PUBLIC UTILITY DIST,MARIPOSA,37.493406,-119.974732,Potentially At-Risk,684,2000,LOCAL,COMMUNITY,28.7634858884842,45161,SDAC
CA2210002,PONDEROSA BASIN MUTUAL WTR CO,MARIPOSA,37.467091,-119.733271,Not At-Risk,317,798,PRIVATE,COMMUNITY,13.966176561774,52917,SDAC
CA2210503,YOSEMITE NPS-YOSEMITE VALLEY,MARIPOSA,37.744146,-119.5825,At-Risk,235,1000,FEDERAL GOVERNMENT,COMMUNITY,11.1352898392661,33487,SDAC
CA2210510,YOSEMITE NPS-WAWONA,MARIPOSA,37.536939,-119.655726,Not At-Risk,141,150,FEDERAL GOVERNMENT,COMMUNITY,11.1352898392661,36148,SDAC
CA2210515,YOSEMITE NPS-EL PORTAL,MARIPOSA,37.68611,-119.730506,At-Risk,226,635,FEDERAL GOVERNMENT,COMMUNITY,11.1387129449119,46009,SDAC
CA2210851,CDF  & FP - MT. BULLION,MARIPOSA,37.535753,-120.048703,Not At-Risk,9,60,STATE GOVERNMENT,COMMUNITY,28.7634858884842,32969,SDAC
CA2210900,CEDAR LODGE RESORT,MARIPOSA,37.659927,-119.85233,Not At-Risk,7,656,PRIVATE,COMMUNITY,13.966176561774,49152,SDAC
CA2210901,MPWD-COULTERVILLE CSA 1,MARIPOSA,37.710851,-120.197245,At-Risk,83,193,LOCAL,COMMUNITY,15.7707894746217,53125,SDAC
CA2210905,"MCCLURE BOAT CLUB, INC.",MARIPOSA,37.619029,-120.27634,Not At-Risk,66,286,PRIVATE,COMMUNITY,15.7707894746217,69659,DAC
CA2210906,MARIPOSA PINES MUTUAL,MARIPOSA,37.585816,-119.84975,Not At-Risk,89,284,PRIVATE,COMMUNITY,13.966176561774,45417,SDAC
CA2210907,MUSD - SIERRA FOOTHILL CHARTER SCHOOL,MARIPOSA,37.425314,-120.104938,At-Risk,9,157,LOCAL,NON-TRANSIENT NON-COMMUNITY,22.8673139726724,63494,DAC
CA2210908,MUSD -COULTERVILLE - GREELEY HILL SCHOOL,MARIPOSA,37.745825,-120.130707,Not At-Risk,10,55,LOCAL,NON-TRANSIENT NON-COMMUNITY,15.7707894746217,16377,SDAC
CA2210909,MUSD - MARIPOSA JUNIOR HIGH SCHOOL,MARIPOSA,37.472703,-119.901925,Not At-Risk,14,134,LOCAL,NON-TRANSIENT NON-COMMUNITY,10.9239210799655,62589,DAC
CA2210910,MUSD - WOODLAND ELEMENTARY SCHOOL,MARIPOSA,37.450748,-119.849464,Not At-Risk,23,466,LOCAL,NON-TRANSIENT NON-COMMUNITY,10.9239210799655,49544,SDAC
CA2210924,YOSEMITE WEST WATER SYSTEM,MARIPOSA,37.647959,-119.718639,At-Risk,185,420,LOCAL,COMMUNITY,13.8893109670501,45165,SDAC
CA2210925,YOSEMITE TERRACE ESTATES,MARIPOSA,37.748804,-120.124644,Failing,53,130,PRIVATE,COMMUNITY,15.7707894746217,16377,SDAC
CA2300502,ALBION MUTUAL WATER COMPANY,MENDOCINO,39.224101,-123.768131,Potentially At-Risk,27,56,PRIVATE,COMMUNITY,9.38333235269453,15393,SDAC
CA2300506,MEADOW ESTATES MUTUAL,MENDOCINO,39.016953,-123.379587,Potentially At-Risk,35,100,PRIVATE,COMMUNITY,11.8333103150362,39066,SDAC
CA2300507,CALPELLA COUNTY WATER DISTRICT,MENDOCINO,39.232247,-123.202883,Not At-Risk,185,548,LOCAL,COMMUNITY,22.3086090617799,58537,DAC
CA2300514,ELK COUNTY WATER DISTRICT,MENDOCINO,39.128181,-123.716561,Not At-Risk,99,380,LOCAL,COMMUNITY,9.38333235269453,25529,SDAC
CA2300545,SHORELANDS ROAD & WATER COMPANY,MENDOCINO,39.334296,-123.811228,Not At-Risk,47,78,PRIVATE,COMMUNITY,15.3757970224874,36611,SDAC
